iter	Logloss
152	0.03530132927
153	0.03518239215
154	0.034995139
155	0.03483726815
156	0.03469739592
157	0.03458064652
158	0.03446999787
159	0.03429919743
160	0.03421652668
161	0.03415295874
162	0.03409790702
163	0.03404456682
164	0.03388787955
165	0.03374603009
166	0.03363738627
167	0.03356639598
168	0.0334801469
169	0.03339552308
170	0.03316471578
171	0.03304476072
172	0.03296195194
173	0.03277167601
174	0.03269864638
175	0.03254448845
176	0.0324805858
177	0.03242259067
178	0.03238584466
179	0.03229881918
180	0.0322376391
181	0.03213656946
182	0.03206853638
183	0.03200956816
184	0.0318819216
185	0.03182019286
186	0.03169678024
187	0.03153430968
188	0.03148101434
189	0.0313435058
190	0.03129733606
191	0.03124114217
192	0.03110675993
193	0.0310540581
194	0.03101105951
195	0.03096650812
196	0.03081421009
197	0.03074946893
198	0.03069289892
199	0.03064696037
200	0.03056335794
201	0.03049808883
202	0.03039657061
203	0.03027750582
204	0.03022922773
205	0.03015835821
206	0.03010106356
207	0.02998555639
208	0.02994382419
209	0.02972632951
210	0.02964068085
211	0.02958865534
212	0.02947016681
213	0.02941671619
214	0.02937903506
215	0.02934566034
216	0.02930655408
217	0.02925450443
218	0.02921782053
219	0.02913902831
220	0.02909388687
221	0.02904642658
222	0.02901351425
223	0.02897781724
224	0.02893380761
225	0.02889463752
226	0.02876700993
227	0.02872971872
228	0.0286823447
229	0.02854640621
230	0.02847183069
231	0.02841970857
232	0.02839729313
233	0.02836449812
234	0.02832866308
235	0.02829369934
236	0.02823624251
237	0.0281938081
238	0.02814261421
239	0.0281062771
240	0.02807676884
241	0.02798880823
242	0.02795568714
243	0.02792036798
244	0.02783316651
245	0.0277883408
246	0.0277091069
247	0.02767755585
248	0.02763658279
249	0.02761132401
250	0.02753343586
251	0.02750286653
252	0.027482135
253	0.0274018728
254	0.0273742348
255	0.02730212132
256	0.02727664514
257	0.02721790467
258	0.027173443
259	0.02713558071
260	0.02711467493
261	0.02708550828
262	0.02705675916
263	0.02702072054
264	0.02694320851
265	0.02691166264
266	0.02687717681
267	0.026846466
268	0.02678708715
269	0.02673976834
270	0.02666028254
271	0.02663925254
272	0.02658235299
273	0.0265491508
274	0.026523019
275	0.0264614697
276	0.02643513086
277	0.02641092626
278	0.02636712539
279	0.02633861264
280	0.0263163335
281	0.02626922518
282	0.02623626799
283	0.02621082459
284	0.02617415105
285	0.02613844714
286	0.02611054688
287	0.02606369909
288	0.02604689613
289	0.02602129919
290	0.02600321949
291	0.02595935478
292	0.02593766052
293	0.02591908048
294	0.02588716711
295	0.02585730343
296	0.02583889075
297	0.02579585247
298	0.02576603365
299	0.02575007438
300	0.02569515896
301	0.02567324041
302	0.02564997438
303	0.02562971387
304	0.02560905308
305	0.02557058002
306	0.02554878225
307	0.02552764354
308	0.02548135648
309	0.02545914462
310	0.02544434477
311	0.02539594591
312	0.02537506428
313	0.02535149977
314	0.02533098736
315	0.02530715715
316	0.02528610126
317	0.02526791287
318	0.02524188976
319	0.02520422416
320	0.02519058027
321	0.02517800264
322	0.02512448301
323	0.02509065108
324	0.02507441403
325	0.02506284916
326	0.02500018357
327	0.02498448483
328	0.02493570812
329	0.0249156788
330	0.02489574955
331	0.02487465226
332	0.0248611671
333	0.02484230238
334	0.02482231965
335	0.02481041144
336	0.02479384313
337	0.0247754339
338	0.02471660198
339	0.02467120691
340	0.02461902096
341	0.02460772007
342	0.02458928495
343	0.02456496302
344	0.02454448857
345	0.02452173496
346	0.02446769946
347	0.0244431308
348	0.02443146587
349	0.02441640204
350	0.02440346899
351	0.02438969744
352	0.02435154701
353	0.02434083619
354	0.0243200598
355	0.0243100115
356	0.02426314473
357	0.02424838973
358	0.02422093633
359	0.02417827246
360	0.02415054991
361	0.02414095019
362	0.02411671625
363	0.02407036708
364	0.02402766524
365	0.0240117146
366	0.0239690697
367	0.02393172845
368	0.02391176125
369	0.02389748934
370	0.02387011876
371	0.02385554838
372	0.02382432687
373	0.02379664745
374	0.02377056741
375	0.02374559158
376	0.02373227034
377	0.02370335041
378	0.02367923034
379	0.02364664065
380	0.02363417344
381	0.02361866448
382	0.02361863515
383	0.02359927353
384	0.02358511377
385	0.02357198231
386	0.02354761725
387	0.02353619904
388	0.0235235731
389	0.02349444096
390	0.02347852137
391	0.02346155105
392	0.02346157521
393	0.02345857659
394	0.02342907178
395	0.02341435302
396	0.02340245171
397	0.0233882333
398	0.02337705491
399	0.02332176164
400	0.02331636827
401	0.02330050216
402	0.0232752106
403	0.02326465332
404	0.02326432379
405	0.02325524167
406	0.02323911849
407	0.02321234314
408	0.02320244495
409	0.02319769685
410	0.02316492254
411	0.02315128901
412	0.02313866479
413	0.02310916688
414	0.02309427041
415	0.02309426696
416	0.02308507097
417	0.02308504164
418	0.02308504682
419	0.02307138568
420	0.02307131667
421	0.02307112171
422	0.02307107167
423	0.02307105442
424	0.02304275216
425	0.02303124078
426	0.0230284216
427	0.0230281628
428	0.02302796611
429	0.0230279178
430	0.02301478806
431	0.02301481222
432	0.02301478461
433	0.02301213969
434	0.02300162037
435	0.02298004516
436	0.02296444993
437	0.02295586988
438	0.02293821462
439	0.02292540234
440	0.02291289717
441	0.02290007972
442	0.02288793687
443	0.0228768551
444	0.02284829059
445	0.02284179474
446	0.02283035927
447	0.02281729337
448	0.02279585446
449	0.0227886771
450	0.02277680168
451	0.02276026442
452	0.02275187071
453	0.02271418785
454	0.02269063369
455	0.02269059918
456	0.02269059573
457	0.02268738317
458	0.02267788525
459	0.02267202604
460	0.02264899293
461	0.02262425002
462	0.022613553
463	0.02260764203
464	0.02259788876
465	0.02258919828
466	0.02258366689
467	0.02256864447
468	0.02255750921
469	0.02255208823
470	0.02253333048
471	0.02253171385
472	0.02252374284
473	0.02252355651
474	0.02251950889
475	0.02251946403
476	0.02251434326
477	0.0224975127
478	0.02249747647
479	0.02249722802
480	0.02248838055
481	0.02246247649
482	0.02246248339
483	0.02245441404
484	0.0224489206
485	0.02243056312
486	0.0224305476
487	0.02242653449
488	0.02241716079
489	0.02241716079
490	0.02239522671
491	0.02239521981
492	0.02239521291
493	0.02239520255
494	0.02239144479
495	0.02238732126
496	0.02238723672
497	0.02237741789
498	0.02236271465
499	0.02236263184
